Index,Label,Type,HasShape,Volume_mm3,BoundBox,Visibility
2224,XY 평면245,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2225,XZ 평면245,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2226,YZ평면245,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2227,Extruded (26),Part::Feature,Yes,1.09,(2.3×1.1×0.4mm),N/A
2228,432120848,App::Part,Yes,1.09,(2.3×1.1×0.4mm),N/A
2229,원점246,App::Origin,No,0.00,,N/A
2230,X축246,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2231,Y-축246,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2232,Z축246,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2233,XY 평면246,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2234,XZ 평면246,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2235,YZ평면246,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2236,C11,App::Part,Yes,1.41,(2.7×1.3×0.5mm),N/A
2237,원점247,App::Origin,No,0.00,,N/A
2238,X축247,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2239,Y-축247,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2240,Z축247,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2241,XY 평면247,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2242,XZ 평면247,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2243,YZ평면247,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2244,Extruded (25)002,Part::Feature,Yes,0.16,(0.3×1.3×0.5mm),N/A
2245,432117136002,App::Part,Yes,0.16,(0.3×1.3×0.5mm),N/A
2246,원점248,App::Origin,No,0.00,,N/A
2247,X축248,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2248,Y-축248,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2249,Z축248,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2250,XY 평면248,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2251,XZ 평면248,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2252,YZ평면248,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2253,Extruded (25)003,Part::Feature,Yes,0.16,(0.3×1.3×0.5mm),N/A
2254,432117136003,App::Part,Yes,0.16,(0.3×1.3×0.5mm),N/A
2255,원점249,App::Origin,No,0.00,,N/A
2256,X축249,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2257,Y-축249,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2258,Z축249,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2259,XY 평면249,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2260,XZ 평면249,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2261,YZ평면249,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2262,Extruded (26)001,Part::Feature,Yes,1.09,(2.3×1.1×0.4mm),N/A
2263,432120848001,App::Part,Yes,1.09,(2.3×1.1×0.4mm),N/A
2264,원점250,App::Origin,No,0.00,,N/A
2265,X축250,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2266,Y-축250,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2267,Z축250,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2268,XY 평면250,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2269,XZ 평면250,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2270,YZ평면250,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2271,C12,App::Part,Yes,1.41,(2.7×1.3×0.5mm),N/A
2272,원점251,App::Origin,No,0.00,,N/A
2273,X축251,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2274,Y-축251,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2275,Z축251,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2276,XY 평면251,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2277,XZ 평면251,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2278,YZ평면251,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2279,Extruded (12)008,Part::Feature,Yes,0.51,(1.5×0.8×0.4mm),N/A
2280,432120720008,App::Part,Yes,0.51,(1.5×0.8×0.4mm),N/A
2281,원점252,App::Origin,No,0.00,,N/A
2282,X축252,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2283,Y-축252,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2284,Z축252,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2285,XY 평면252,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2286,XZ 평면252,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2287,YZ평면252,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2288,Extruded (11)016,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
2289,432120464016,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
2290,원점253,App::Origin,No,0.00,,N/A
2291,X축253,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2292,Y-축253,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2293,Z축253,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2294,XY 평면253,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2295,XZ 평면253,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2296,YZ평면253,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2297,Extruded (11)017,Part::Feature,Yes,0.11,(0.3×0.9×0.5mm),N/A
2298,432120464017,App::Part,Yes,0.11,(0.3×0.9×0.5mm),N/A
2299,원점254,App::Origin,No,0.00,,N/A
2300,X축254,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2301,Y-축254,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2302,Z축254,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2303,XY 평면254,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2304,XZ 평면254,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2305,YZ평면254,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2306,C13,App::Part,Yes,0.72,(1.6×0.9×0.5mm),N/A
2307,원점255,App::Origin,No,0.00,,N/A
2308,X축255,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2309,Y-축255,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2310,Z축255,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2311,XY 평면255,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2312,XZ 평면255,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2313,YZ평면255,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2314,Extruded (1)031,Part::Feature,Yes,0.51,(0.8×1.5×0.4mm),N/A
2315,432124816031,App::Part,Yes,0.51,(0.8×1.5×0.4mm),N/A
2316,원점256,App::Origin,No,0.00,,N/A
2317,X축256,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
2318,Y-축256,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
2319,Z축256,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
2320,XY 평면256,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
